,coords,category,lat,long
133,124.552177/11.33877,Food & Clothes,124.552177,11.33877
134,122.650482/10.84919,Medical Response,122.650482,10.84919
135,125.149437/10.62223,Medical Response,125.149437,10.62223
136,124.552177/11.33877,Medical Response,124.552177,11.33877
137,122.650482/10.84919,Medical Response,122.650482,10.84919
138,124.552177/11.33877,Medical Response,124.552177,11.33877
139,124.552177/11.33877,Medical Response,124.552177,11.33877
140,124.552177/11.33877,Medical Response,124.552177,11.33877
141,124.552177/11.33877,Medical Response,124.552177,11.33877
142,124.552177/11.33877,Medical Response,124.552177,11.33877
143,122.890266/11.477714,Medical Response,122.890266,11.477714
144,124.552177/11.33877,Medical Response,124.552177,11.33877
145,122.650482/10.84919,Food & Clothes,122.650482,10.84919
146,122.579987/11.24989,Medical Response,122.579987,11.24989
147,125.149437/10.62223,Medical Response,125.149437,10.62223
148,124.552177/11.33877,Medical Response,124.552177,11.33877
149,124.552177/11.33877,Medical Response,124.552177,11.33877
150,125.149437/10.62223,Medical Response,125.149437,10.62223
151,125.149437/10.62223,Medical Response,125.149437,10.62223
152,123.10968/11.13913,Medical Response,123.10968,11.13913
153,124.552177/11.33877,Medical Response,124.552177,11.33877
154,124.552177/11.33877,Medical Response,124.552177,11.33877
155,124.552177/11.33877,Medical Response,124.552177,11.33877
156,122.650482/10.84919,Medical Response,122.650482,10.84919
157,124.552177/11.33877,Medical Response,124.552177,11.33877
158,124.552177/11.33877,Medical Response,124.552177,11.33877
159,124.552177/11.33877,Medical Response,124.552177,11.33877
160,124.552177/11.33877,Medical Response,124.552177,11.33877
161,124.552177/11.33877,Medical Response,124.552177,11.33877
162,125.149437/10.62223,Medical Response,125.149437,10.62223
163,119.241386/10.09141,Medical Response,119.241386,10.09141
164,124.552177/11.33877,Medical Response,124.552177,11.33877
165,124.552177/11.33877,Medical Response,124.552177,11.33877
166,126.124962/9.84158,Medical Response,126.124962,9.84158
167,119.241386/10.09141,Medical Response,119.241386,10.09141
168,124.552177/11.33877,Medical Response,124.552177,11.33877
169,124.552177/11.33877,Medical Response,124.552177,11.33877
170,124.552177/11.33877,Medical Response,124.552177,11.33877
171,122.650482/10.84919,Medical Response,122.650482,10.84919
172,124.552177/11.33877,Medical Response,124.552177,11.33877
173,124.552177/11.33877,Medical Response,124.552177,11.33877
174,126.124962/9.84158,Medical Response,126.124962,9.84158
175,124.552177/11.33877,Medical Response,124.552177,11.33877
176,124.552177/11.33877,Medical Response,124.552177,11.33877
177,119.241386/10.09141,Medical Response,119.241386,10.09141
178,124.552177/11.33877,Medical Response,124.552177,11.33877
179,126.124962/9.84158,Medical Response,126.124962,9.84158
180,126.124962/9.84158,Medical Response,126.124962,9.84158
181,126.124962/9.84158,Medical Response,126.124962,9.84158
182,122.784111/11.48399,Food & Clothes,122.784111,11.48399
183,124.552177/11.33877,Medical Response,124.552177,11.33877
184,125.149437/10.62223,Medical Response,125.149437,10.62223
185,124.552177/11.33877,Medical Response,124.552177,11.33877
186,125.149437/10.62223,Medical Response,125.149437,10.62223
187,124.552177/11.33877,Medical Response,124.552177,11.33877
188,124.552177/11.33877,Medical Response,124.552177,11.33877
189,121.576851/14.69707,Medical Response,121.576851,14.69707
190,124.552177/11.33877,Medical Response,124.552177,11.33877
191,124.552177/11.33877,Medical Response,124.552177,11.33877
192,122.650482/10.84919,Medical Response,122.650482,10.84919
193,124.552177/11.33877,Medical Response,124.552177,11.33877
194,124.552177/11.33877,Medical Response,124.552177,11.33877
195,125.149437/10.62223,Medical Response,125.149437,10.62223
196,124.552177/11.33877,Medical Response,124.552177,11.33877
197,120.989517/14.635671,Food & Clothes,120.989517,14.635671
198,124.552177/11.33877,Medical Response,124.552177,11.33877
199,124.552177/11.33877,Medical Response,124.552177,11.33877
200,124.552177/11.33877,Medical Response,124.552177,11.33877
201,125.149437/10.62223,Medical Response,125.149437,10.62223
202,122.579987/11.24989,Medical Response,122.579987,11.24989
203,122.784111/11.48399,Medical Response,122.784111,11.48399
204,124.552177/11.33877,Medical Response,124.552177,11.33877
205,124.552177/11.33877,Medical Response,124.552177,11.33877
206,124.552177/11.33877,Food & Clothes,124.552177,11.33877
207,122.579987/11.24989,Medical Response,122.579987,11.24989
208,123.131416/11.41976,Food & Clothes,123.131416,11.41976
209,124.552177/11.33877,Medical Response,124.552177,11.33877
210,124.552177/11.33877,Medical Response,124.552177,11.33877
211,124.552177/11.33877,Medical Response,124.552177,11.33877
212,124.552177/11.33877,Medical Response,124.552177,11.33877
213,123.013786/10.37741,Medical Response,123.013786,10.37741
214,124.552177/11.33877,Medical Response,124.552177,11.33877
215,124.552177/11.33877,Medical Response,124.552177,11.33877
216,124.552177/11.33877,Medical Response,124.552177,11.33877
217,122.587822/11.1485,Medical Response,122.587822,11.1485
218,124.552177/11.33877,Medical Response,124.552177,11.33877
219,124.552177/11.33877,Food & Clothes,124.552177,11.33877
220,124.552177/11.33877,Medical Response,124.552177,11.33877
221,122.579987/11.24989,Medical Response,122.579987,11.24989
222,124.552177/11.33877,Medical Response,124.552177,11.33877
223,124.552177/11.33877,Medical Response,124.552177,11.33877
224,124.552177/11.33877,Medical Response,124.552177,11.33877
225,126.071388/10.0325,Food & Clothes,126.071388,10.0325
226,124.552177/11.33877,Food & Clothes,124.552177,11.33877
227,124.552177/11.33877,Medical Response,124.552177,11.33877
228,122.650482/10.84919,Medical Response,122.650482,10.84919
229,124.552177/11.33877,Medical Response,124.552177,11.33877
230,122.650482/10.84919,Medical Response,122.650482,10.84919
231,124.552177/11.33877,Medical Response,124.552177,11.33877
232,124.552177/11.33877,Medical Response,124.552177,11.33877
233,122.579987/11.24989,Medical Response,122.579987,11.24989
234,124.552177/11.33877,Medical Response,124.552177,11.33877
235,125.149437/10.62223,Medical Response,125.149437,10.62223
236,124.552177/11.33877,Medical Response,124.552177,11.33877
237,119.241386/10.09141,Medical Response,119.241386,10.09141
238,124.552177/11.33877,Medical Response,124.552177,11.33877
239,125.149437/10.62223,Medical Response,125.149437,10.62223
240,124.552177/11.33877,Food & Clothes,124.552177,11.33877
241,124.894531/10.35489,Medical Response,124.894531,10.35489
242,124.552177/11.33877,Medical Response,124.552177,11.33877
243,124.552177/11.33877,Medical Response,124.552177,11.33877
244,124.552177/11.33877,Food & Clothes,124.552177,11.33877
245,124.552177/11.33877,Medical Response,124.552177,11.33877
246,124.552177/11.33877,Medical Response,124.552177,11.33877
247,124.552177/11.33877,Medical Response,124.552177,11.33877
248,122.579987/11.24989,Medical Response,122.579987,11.24989
249,122.579987/11.24989,Medical Response,122.579987,11.24989
250,126.124962/9.84158,Medical Response,126.124962,9.84158
251,124.552177/11.33877,Medical Response,124.552177,11.33877
252,124.552177/11.33877,Medical Response,124.552177,11.33877
253,123.120338/11.49771,Medical Response,123.120338,11.49771
254,122.587822/11.1485,Medical Response,122.587822,11.1485
255,123.013786/10.37741,Medical Response,123.013786,10.37741
256,122.650482/10.84919,Medical Response,122.650482,10.84919
257,122.735077/11.07625,Food & Clothes,122.735077,11.07625
258,122.784111/11.48399,Medical Response,122.784111,11.48399
259,124.552177/11.33877,Medical Response,124.552177,11.33877
260,124.552177/11.33877,Medical Response,124.552177,11.33877
261,124.552177/11.33877,Medical Response,124.552177,11.33877
262,124.552177/11.33877,Medical Response,124.552177,11.33877
263,124.552177/11.33877,Medical Response,124.552177,11.33877
264,124.552177/11.33877,Medical Response,124.552177,11.33877
265,124.552177/11.33877,Medical Response,124.552177,11.33877
266,122.242104/11.13314,Medical Response,122.242104,11.13314
267,124.552177/11.33877,Medical Response,124.552177,11.33877
268,122.242104/11.13314,Medical Response,122.242104,11.13314
269,124.552177/11.33877,Medical Response,124.552177,11.33877
270,122.579987/11.24989,Food & Clothes,122.579987,11.24989
271,124.552177/11.33877,Medical Response,124.552177,11.33877
272,124.552177/11.33877,Medical Response,124.552177,11.33877
273,124.552177/11.33877,Medical Response,124.552177,11.33877
274,124.552177/11.33877,Medical Response,124.552177,11.33877
275,124.552177/11.33877,Medical Response,124.552177,11.33877
276,124.552177/11.33877,Medical Response,124.552177,11.33877
277,124.552177/11.33877,Food & Clothes,124.552177,11.33877
278,122.242104/11.13314,Medical Response,122.242104,11.13314
279,124.518044/11.47454,Medical Response,124.518044,11.47454
280,122.650482/10.84919,Medical Response,122.650482,10.84919
281,124.552177/11.33877,Medical Response,124.552177,11.33877
282,124.552177/11.33877,Medical Response,124.552177,11.33877
283,124.552177/11.33877,Medical Response,124.552177,11.33877
284,122.752563/11.3446,Medical Response,122.752563,11.3446
285,124.552177/11.33877,Medical Response,124.552177,11.33877
286,124.552177/11.33877,Medical Response,124.552177,11.33877
287,125.149437/10.62223,Medical Response,125.149437,10.62223
288,122.728973/11.48514,Medical Response,122.728973,11.48514
289,124.552177/11.33877,Medical Response,124.552177,11.33877
290,124.552177/11.33877,Medical Response,124.552177,11.33877
291,124.552177/11.33877,Medical Response,124.552177,11.33877
292,124.552177/11.33877,Medical Response,124.552177,11.33877
293,122.579987/11.24989,Medical Response,122.579987,11.24989
294,124.552177/11.33877,Medical Response,124.552177,11.33877
295,124.552177/11.33877,Food & Clothes,124.552177,11.33877
296,124.552177/11.33877,Medical Response,124.552177,11.33877
297,124.552177/11.33877,Medical Response,124.552177,11.33877
298,124.552177/11.33877,Medical Response,124.552177,11.33877
299,124.552177/11.33877,Medical Response,124.552177,11.33877
300,122.728973/11.48514,Medical Response,122.728973,11.48514
301,125.149437/10.62223,Medical Response,125.149437,10.62223
302,122.579987/11.24989,Medical Response,122.579987,11.24989
303,125.149437/10.62223,Medical Response,125.149437,10.62223
304,125.149437/10.62223,Food & Clothes,125.149437,10.62223
305,124.552177/11.33877,Medical Response,124.552177,11.33877
306,124.552177/11.33877,Medical Response,124.552177,11.33877
307,124.552177/11.33877,Medical Response,124.552177,11.33877
308,124.552177/11.33877,Medical Response,124.552177,11.33877
309,124.552177/11.33877,Medical Response,124.552177,11.33877
310,124.552177/11.33877,Medical Response,124.552177,11.33877
311,124.552177/11.33877,Medical Response,124.552177,11.33877
312,122.752563/11.3446,Medical Response,122.752563,11.3446
313,122.752563/11.3446,Medical Response,122.752563,11.3446
314,123.944832/10.79067,Medical Response,123.944832,10.79067
315,122.579987/11.24989,Medical Response,122.579987,11.24989
316,126.071388/10.0325,Medical Response,126.071388,10.0325
317,124.552177/11.33877,Medical Response,124.552177,11.33877
318,122.752563/11.3446,Medical Response,122.752563,11.3446
319,124.552177/11.33877,Medical Response,124.552177,11.33877
320,124.552177/11.33877,Medical Response,124.552177,11.33877
321,122.735077/11.07625,Food & Clothes,122.735077,11.07625
322,124.552177/11.33877,Medical Response,124.552177,11.33877
323,125.149437/10.62223,Medical Response,125.149437,10.62223
324,122.484444/10.9444,Medical Response,122.484444,10.9444
325,124.552177/11.33877,Medical Response,124.552177,11.33877
326,124.552177/11.33877,Medical Response,124.552177,11.33877
327,124.552177/11.33877,Medical Response,124.552177,11.33877
328,124.552177/11.33877,Medical Response,124.552177,11.33877
329,124.552177/11.33877,Medical Response,124.552177,11.33877
330,126.124962/9.84158,Medical Response,126.124962,9.84158
331,124.552177/11.33877,Medical Response,124.552177,11.33877
332,122.784111/11.48399,Medical Response,122.784111,11.48399
333,124.552177/11.33877,Medical Response,124.552177,11.33877
334,122.579987/11.24989,Medical Response,122.579987,11.24989
335,125.149437/10.62223,Food & Clothes,125.149437,10.62223
336,124.552177/11.33877,Medical Response,124.552177,11.33877
337,124.552177/11.33877,Medical Response,124.552177,11.33877
338,124.552177/11.33877,Medical Response,124.552177,11.33877
339,124.552177/11.33877,Medical Response,124.552177,11.33877
340,124.552177/11.33877,Medical Response,124.552177,11.33877
341,124.552177/11.33877,Medical Response,124.552177,11.33877
342,124.444077/10.62794,Food & Clothes,124.444077,10.62794
343,124.552177/11.33877,Medical Response,124.552177,11.33877
344,124.552177/11.33877,Medical Response,124.552177,11.33877
345,122.579987/11.24989,Medical Response,122.579987,11.24989
346,122.579987/11.24989,Medical Response,122.579987,11.24989
347,124.552177/11.33877,Medical Response,124.552177,11.33877
348,122.752563/11.3446,Medical Response,122.752563,11.3446
349,124.552177/11.33877,Medical Response,124.552177,11.33877
350,122.579987/11.24989,Medical Response,122.579987,11.24989
351,124.552177/11.33877,Medical Response,124.552177,11.33877
352,124.552177/11.33877,Medical Response,124.552177,11.33877
353,122.888893/11.26843,Medical Response,122.888893,11.26843
354,122.579987/11.24989,Food & Clothes,122.579987,11.24989
355,124.552177/11.33877,Medical Response,124.552177,11.33877
356,124.552177/11.33877,Medical Response,124.552177,11.33877
357,124.552177/11.33877,Medical Response,124.552177,11.33877
358,124.552177/11.33877,Medical Response,124.552177,11.33877
359,124.552177/11.33877,Medical Response,124.552177,11.33877
360,124.552177/11.33877,Medical Response,124.552177,11.33877
361,122.579987/11.24989,Medical Response,122.579987,11.24989
362,119.241386/10.09141,Medical Response,119.241386,10.09141
363,124.552177/11.33877,Medical Response,124.552177,11.33877
364,122.579987/11.24989,Medical Response,122.579987,11.24989
365,124.552177/11.33877,Medical Response,124.552177,11.33877
366,125.149437/10.62223,Medical Response,125.149437,10.62223
367,124.552177/11.33877,Medical Response,124.552177,11.33877
368,125.149437/10.62223,Medical Response,125.149437,10.62223
369,124.552177/11.33877,Medical Response,124.552177,11.33877
370,124.552177/11.33877,Medical Response,124.552177,11.33877
371,124.552177/11.33877,Medical Response,124.552177,11.33877
372,124.552177/11.33877,Medical Response,124.552177,11.33877
373,124.552177/11.33877,Medical Response,124.552177,11.33877
374,124.552177/11.33877,Medical Response,124.552177,11.33877
375,124.552177/11.33877,Medical Response,124.552177,11.33877
376,124.552177/11.33877,Medical Response,124.552177,11.33877
377,124.552177/11.33877,Medical Response,124.552177,11.33877
378,122.890266/11.477714,Medical Response,122.890266,11.477714
379,124.552177/11.33877,Medical Response,124.552177,11.33877
380,124.552177/11.33877,Medical Response,124.552177,11.33877
381,124.552177/11.33877,Medical Response,124.552177,11.33877
382,124.552177/11.33877,Medical Response,124.552177,11.33877
383,122.579987/11.24989,Medical Response,122.579987,11.24989
384,124.552177/11.33877,Food & Clothes,124.552177,11.33877
385,124.552177/11.33877,Medical Response,124.552177,11.33877
386,124.552177/11.33877,Medical Response,124.552177,11.33877
387,124.552177/11.33877,Medical Response,124.552177,11.33877
388,124.552177/11.33877,Medical Response,124.552177,11.33877
389,126.124962/9.84158,Medical Response,126.124962,9.84158
390,126.124962/9.84158,Medical Response,126.124962,9.84158
391,124.552177/11.33877,Medical Response,124.552177,11.33877
392,120.989517/14.635671,Food & Clothes,120.989517,14.635671
393,124.552177/11.33877,Medical Response,124.552177,11.33877
394,124.552177/11.33877,Medical Response,124.552177,11.33877
395,124.552177/11.33877,Medical Response,124.552177,11.33877
396,124.552177/11.33877,Medical Response,124.552177,11.33877
397,124.552177/11.33877,Medical Response,124.552177,11.33877
398,124.552177/11.33877,Medical Response,124.552177,11.33877
399,124.552177/11.33877,Medical Response,124.552177,11.33877
400,124.552177/11.33877,Medical Response,124.552177,11.33877
401,125.149437/10.62223,Medical Response,125.149437,10.62223
402,124.552177/11.33877,Medical Response,124.552177,11.33877
403,124.552177/11.33877,Medical Response,124.552177,11.33877
404,124.552177/11.33877,Medical Response,124.552177,11.33877
405,124.552177/11.33877,Medical Response,124.552177,11.33877
406,124.552177/11.33877,Medical Response,124.552177,11.33877
407,124.552177/11.33877,Medical Response,124.552177,11.33877
408,124.552177/11.33877,Medical Response,124.552177,11.33877
409,124.552177/11.33877,Medical Response,124.552177,11.33877
410,124.552177/11.33877,Medical Response,124.552177,11.33877
411,124.552177/11.33877,Medical Response,124.552177,11.33877
412,124.552177/11.33877,Food & Clothes,124.552177,11.33877
413,124.831947/11.69361,Medical Response,124.831947,11.69361
414,125.149437/10.62223,Medical Response,125.149437,10.62223
415,124.552177/11.33877,Medical Response,124.552177,11.33877
416,124.552177/11.33877,Medical Response,124.552177,11.33877
417,124.552177/11.33877,Medical Response,124.552177,11.33877
418,124.552177/11.33877,Medical Response,124.552177,11.33877
419,124.552177/11.33877,Medical Response,124.552177,11.33877
420,124.552177/11.33877,Medical Response,124.552177,11.33877
421,121.576851/14.69707,Medical Response,121.576851,14.69707
422,124.552177/11.33877,Medical Response,124.552177,11.33877
423,125.149437/10.62223,Medical Response,125.149437,10.62223
424,124.552177/11.33877,Medical Response,124.552177,11.33877
425,124.552177/11.33877,Medical Response,124.552177,11.33877
426,124.552177/11.33877,Medical Response,124.552177,11.33877
427,124.552177/11.33877,Medical Response,124.552177,11.33877
428,124.552177/11.33877,Medical Response,124.552177,11.33877
429,123.036667/11.38738,Food & Clothes,123.036667,11.38738
430,124.552177/11.33877,Medical Response,124.552177,11.33877
431,124.552177/11.33877,Medical Response,124.552177,11.33877
432,122.579987/11.24989,Medical Response,122.579987,11.24989
433,122.579987/11.24989,Medical Response,122.579987,11.24989
434,124.552177/11.33877,Medical Response,124.552177,11.33877
435,124.552177/11.33877,Medical Response,124.552177,11.33877
436,124.552177/11.33877,Medical Response,124.552177,11.33877
437,124.552177/11.33877,Medical Response,124.552177,11.33877
438,124.552177/11.33877,Medical Response,124.552177,11.33877
439,124.552177/11.33877,Medical Response,124.552177,11.33877
440,122.579987/11.24989,Medical Response,122.579987,11.24989
441,124.552177/11.33877,Medical Response,124.552177,11.33877
442,124.552177/11.33877,Medical Response,124.552177,11.33877
443,124.552177/11.33877,Medical Response,124.552177,11.33877
444,124.552177/11.33877,Medical Response,124.552177,11.33877
445,124.552177/11.33877,Medical Response,124.552177,11.33877
446,125.149437/10.62223,Medical Response,125.149437,10.62223
447,124.552177/11.33877,Medical Response,124.552177,11.33877
448,126.124962/9.84158,Medical Response,126.124962,9.84158
449,124.552177/11.33877,Medical Response,124.552177,11.33877
450,122.579987/11.24989,Medical Response,122.579987,11.24989
451,124.552177/11.33877,Medical Response,124.552177,11.33877
452,124.552177/11.33877,Medical Response,124.552177,11.33877
453,124.552177/11.33877,Medical Response,124.552177,11.33877
454,124.552177/11.33877,Medical Response,124.552177,11.33877
455,124.552177/11.33877,Medical Response,124.552177,11.33877
456,124.552177/11.33877,Food & Clothes,124.552177,11.33877
457,124.552177/11.33877,Medical Response,124.552177,11.33877
458,124.552177/11.33877,Medical Response,124.552177,11.33877
459,124.552177/11.33877,Medical Response,124.552177,11.33877
460,124.552177/11.33877,Medical Response,124.552177,11.33877
461,124.552177/11.33877,Medical Response,124.552177,11.33877
462,124.552177/11.33877,Medical Response,124.552177,11.33877
463,124.552177/11.33877,Medical Response,124.552177,11.33877
464,124.552177/11.33877,Medical Response,124.552177,11.33877
465,122.890266/11.477714,Medical Response,122.890266,11.477714
466,122.579987/11.24989,Medical Response,122.579987,11.24989
467,122.579987/11.24989,Medical Response,122.579987,11.24989
468,124.552177/11.33877,Medical Response,124.552177,11.33877
469,124.552177/11.33877,Medical Response,124.552177,11.33877
470,122.579987/11.24989,Medical Response,122.579987,11.24989
471,124.552177/11.33877,Medical Response,124.552177,11.33877
472,124.552177/11.33877,Medical Response,124.552177,11.33877
473,124.552177/11.33877,Medical Response,124.552177,11.33877
474,124.552177/11.33877,Medical Response,124.552177,11.33877
475,122.579987/11.24989,Medical Response,122.579987,11.24989
476,124.552177/11.33877,Medical Response,124.552177,11.33877
477,124.552177/11.33877,Medical Response,124.552177,11.33877
478,124.552177/11.33877,Medical Response,124.552177,11.33877
479,124.552177/11.33877,Medical Response,124.552177,11.33877
480,124.552177/11.33877,Medical Response,124.552177,11.33877
481,124.552177/11.33877,Medical Response,124.552177,11.33877
482,122.890266/11.477714,Medical Response,122.890266,11.477714
483,124.552177/11.33877,Medical Response,124.552177,11.33877
484,124.552177/11.33877,Medical Response,124.552177,11.33877
485,124.552177/11.33877,Medical Response,124.552177,11.33877
486,122.650482/10.84919,Medical Response,122.650482,10.84919
487,124.552177/11.33877,Medical Response,124.552177,11.33877
488,124.552177/11.33877,Medical Response,124.552177,11.33877
489,124.552177/11.33877,Medical Response,124.552177,11.33877
490,120.989517/14.635671,Food & Clothes,120.989517,14.635671
491,124.552177/11.33877,Medical Response,124.552177,11.33877
492,124.552177/11.33877,Medical Response,124.552177,11.33877
493,122.579987/11.24989,Medical Response,122.579987,11.24989
494,124.552177/11.33877,Medical Response,124.552177,11.33877
